BatchID,ProductID,Category,Status,QtyPurchased,QtySold,QtyWasted,WastedPct,CloseDate,Revenue_CLP,Revenue_USD,BatchCost_CLP,GrossProfit_CLP,GrossProfit_USD,ProductID_purchase,UnitCost_CLP,Quantity,PurchaseDate,Unit,WasteCost_CLP,ClosureScope,PurchaseCohort
B00478,P007,Olives,Partial Loss,38,36.63,1.37,3.6,2023-12-11,91575,97.94,72200,19375,20.72,P007,1900,38,2023-10-27,kg,2603.0,Closed by cutoff,2023-10
B00479,P007,Olives,Sold Out,35,35.0,0.0,0.0,2023-11-16,87500,93.58,64750,22750,24.33,P007,1850,35,2023-11-06,kg,0.0,Closed by cutoff,2023-11
B00480,P007,Olives,Sold Out,41,41.0,0.0,0.0,2023-11-19,102500,109.63,75850,26650,28.5,P007,1850,41,2023-11-15,kg,0.0,Closed by cutoff,2023-11
B00481,P007,Olives,Sold Out,34,34.0,0.0,0.0,2023-12-03,85000,90.91,62900,22100,23.64,P007,1850,34,2023-11-24,kg,0.0,Closed by cutoff,2023-11
B00482,P007,Olives,Sold Out,56,56.0,0.0,0.0,2023-12-12,140000,149.73,103600,36400,38.93,P007,1850,56,2023-12-04,kg,0.0,Closed by cutoff,2023-12
B00483,P007,Olives,Sold Out,46,46.0,0.0,0.0,2023-12-21,115000,122.99,85100,29900,31.98,P007,1850,46,2023-12-15,kg,0.0,Closed by cutoff,2023-12
B00484,P007,Olives,Sold Out,50,50.0,0.0,0.0,2023-12-29,125000,133.69,92500,32500,34.76,P007,1850,50,2023-12-24,kg,0.0,Closed by cutoff,2023-12
B00485,P007,Olives,Sold Out,40,40.0,0.0,0.0,2024-01-08,100000,106.95,74000,26000,27.81,P007,1850,40,2024-01-02,kg,0.0,Closed by cutoff,2024-01
B00486,P007,Olives,Sold Out,41,41.0,0.0,0.0,2024-01-19,102500,109.63,75850,26650,28.5,P007,1850,41,2024-01-13,kg,0.0,Closed by cutoff,2024-01
B00487,P007,Olives,Partial Loss,44,38.72,5.28,12.0,2024-03-11,96800,103.53,83600,13200,14.12,P007,1900,44,2024-01-26,kg,10032.0,Closed by cutoff,2024-01
B00488,P007,Olives,Sold Out,36,36.0,0.0,0.0,2024-02-13,90000,96.26,66600,23400,25.03,P007,1850,36,2024-02-05,kg,0.0,Closed by cutoff,2024-02
B00489,P007,Olives,Partial Loss,44,33.31,10.69,24.3,2024-03-31,83275,89.06,81400,1875,2.01,P007,1850,44,2024-02-15,kg,19776.5,Closed by cutoff,2024-02
B00490,P007,Olives,Sold Out,38,38.0,0.0,0.0,2024-02-29,95000,101.6,70300,24700,26.42,P007,1850,38,2024-02-23,kg,0.0,Closed by cutoff,2024-02
B00491,P007,Olives,Sold Out,34,34.0,0.0,0.0,2024-03-08,85000,90.91,62900,22100,23.64,P007,1850,34,2024-03-01,kg,0.0,Closed by cutoff,2024-03
B00492,P007,Olives,Partial Loss,41,33.37,7.63,18.6,2024-04-25,83425,89.22,75850,7575,8.1,P007,1850,41,2024-03-11,kg,14115.5,Closed by cutoff,2024-03
B00493,P007,Olives,Sold Out,45,45.0,0.0,0.0,2024-03-30,112500,120.32,83250,29250,31.28,P007,1850,45,2024-03-21,kg,0.0,Closed by cutoff,2024-03
B00494,P007,Olives,Sold Out,34,34.0,0.0,0.0,2024-04-07,85000,90.91,62900,22100,23.64,P007,1850,34,2024-03-29,kg,0.0,Closed by cutoff,2024-03
B00495,P007,Olives,Partial Loss,14,11.79,2.21,15.8,2024-05-23,29475,31.52,25900,3575,3.82,P007,1850,14,2024-04-08,kg,4088.5,Closed by cutoff,2024-04
B00496,P007,Olives,Partial Loss,13,11.88,1.12,8.6,2024-06-02,29700,31.76,24050,5650,6.04,P007,1850,13,2024-04-18,kg,2072.0,Closed by cutoff,2024-04
B00497,P007,Olives,Sold Out,16,16.0,0.0,0.0,2024-05-04,40000,42.78,29600,10400,11.12,P007,1850,16,2024-04-29,kg,0.0,Closed by cutoff,2024-04
B00498,P007,Olives,Partial Loss,16,13.17,2.83,17.7,2024-06-22,32925,35.21,29600,3325,3.56,P007,1850,16,2024-05-08,kg,5235.5,Closed by cutoff,2024-05
B00499,P007,Olives,Sold Out,15,15.0,0.0,0.0,2024-05-26,37500,40.11,28500,9000,9.63,P007,1900,15,2024-05-20,kg,0.0,Closed by cutoff,2024-05
B00500,P007,Olives,Partial Loss,14,12.78,1.22,8.7,2024-07-14,31950,34.17,25900,6050,6.47,P007,1850,14,2024-05-30,kg,2257.0,Closed by cutoff,2024-05
B00501,P007,Olives,Partial Loss,17,13.82,3.18,18.7,2024-07-22,34550,36.95,31450,3100,3.32,P007,1850,17,2024-06-07,kg,5883.0,Closed by cutoff,2024-06
B00502,P007,Olives,Partial Loss,15,12.54,2.46,16.4,2024-08-03,31350,33.53,27750,3600,3.85,P007,1850,15,2024-06-19,kg,4551.0,Closed by cutoff,2024-06
B00503,P007,Olives,Partial Loss,14,11.09,2.91,20.8,2024-08-13,27725,29.65,25900,1825,1.95,P007,1850,14,2024-06-29,kg,5383.5,Closed by cutoff,2024-06
B00504,P007,Olives,Partial Loss,16,14.0,2.0,12.5,2024-08-21,35000,37.43,29600,5400,5.78,P007,1850,16,2024-07-07,kg,3700.0,Closed by cutoff,2024-07
B00505,P007,Olives,Partial Loss,15,10.59,4.41,29.4,2024-08-28,26475,28.32,27750,-1275,-1.36,P007,1850,15,2024-07-14,kg,8158.5,Closed by cutoff,2024-07
B00506,P007,Olives,Sold Out,15,15.0,0.0,0.0,2024-07-29,37500,40.11,27750,9750,10.43,P007,1850,15,2024-07-25,kg,0.0,Closed by cutoff,2024-07
B00507,P007,Olives,Partial Loss,16,12.56,3.44,21.5,2024-09-16,31400,33.58,29600,1800,1.93,P007,1850,16,2024-08-02,kg,6364.0,Closed by cutoff,2024-08
B00508,P007,Olives,Sold Out,14,14.0,0.0,0.0,2024-08-17,35000,37.43,25900,9100,9.73,P007,1850,14,2024-08-11,kg,0.0,Closed by cutoff,2024-08
B00509,P007,Olives,Partial Loss,16,12.88,3.12,19.5,2024-10-06,32200,34.44,29600,2600,2.78,P007,1850,16,2024-08-22,kg,5772.0,Closed by cutoff,2024-08
B00510,P007,Olives,Partial Loss,14,12.45,1.55,11.1,2024-10-13,31125,33.29,26600,4525,4.84,P007,1900,14,2024-08-29,kg,2945.0,Closed by cutoff,2024-08
B00511,P007,Olives,Partial Loss,17,14.86,2.14,12.6,2024-10-19,37150,39.73,31450,5700,6.1,P007,1850,17,2024-09-04,kg,3959.0000000000005,Closed by cutoff,2024-09
B00512,P007,Olives,Sold Out,19,19.0,0.0,0.0,2024-09-24,47500,50.8,35150,12350,13.21,P007,1850,19,2024-09-15,kg,0.0,Closed by cutoff,2024-09
B00513,P007,Olives,Sold Out,20,20.0,0.0,0.0,2024-10-08,50000,53.48,37000,13000,13.9,P007,1850,20,2024-09-27,kg,0.0,Closed by cutoff,2024-09
B00514,P007,Olives,Sold Out,45,45.0,0.0,0.0,2024-10-15,112500,120.32,83250,29250,31.28,P007,1850,45,2024-10-11,kg,0.0,Closed by cutoff,2024-10
B00515,P007,Olives,Sold Out,35,35.0,0.0,0.0,2024-10-31,87500,93.58,64750,22750,24.33,P007,1850,35,2024-10-23,kg,0.0,Closed by cutoff,2024-10
B00516,P007,Olives,Sold Out,46,46.0,0.0,0.0,2024-11-06,115000,122.99,85100,29900,31.98,P007,1850,46,2024-11-01,kg,0.0,Closed by cutoff,2024-11
B00517,P007,Olives,Sold Out,38,38.0,0.0,0.0,2024-11-15,95000,101.6,70300,24700,26.42,P007,1850,38,2024-11-10,kg,0.0,Closed by cutoff,2024-11
B00518,P007,Olives,Partial Loss,35,31.29,3.71,10.6,2025-01-03,78225,83.66,64750,13475,14.41,P007,1850,35,2024-11-19,kg,6863.5,Closed by cutoff,2024-11
B00519,P007,Olives,Sold Out,45,45.0,0.0,0.0,2024-12-10,112500,120.32,83250,29250,31.28,P007,1850,45,2024-12-02,kg,0.0,Closed by cutoff,2024-12
B00520,P007,Olives,Sold Out,50,50.0,0.0,0.0,2024-12-19,125000,133.69,92500,32500,34.76,P007,1850,50,2024-12-14,kg,0.0,Closed by cutoff,2024-12
B00521,P007,Olives,Sold Out,58,58.0,0.0,0.0,2024-12-25,145000,155.08,107300,37700,40.32,P007,1850,58,2024-12-23,kg,0.0,Closed by cutoff,2024-12
B00522,P007,Olives,Sold Out,41,41.0,0.0,0.0,2025-01-08,102500,109.63,77900,24600,26.31,P007,1900,41,2025-01-01,kg,0.0,Closed by cutoff,2025-01
B00523,P007,Olives,Sold Out,42,42.0,0.0,0.0,2025-01-21,105000,112.3,77700,27300,29.2,P007,1850,42,2025-01-13,kg,0.0,Closed by cutoff,2025-01
B00524,P007,Olives,Sold Out,40,40.0,0.0,0.0,2025-02-03,100000,106.95,74000,26000,27.81,P007,1850,40,2025-01-22,kg,0.0,Closed by cutoff,2025-01
B00525,P007,Olives,Sold Out,48,48.0,0.0,0.0,2025-02-11,120000,128.34,88800,31200,33.37,P007,1850,48,2025-02-03,kg,0.0,Closed by cutoff,2025-02
B00526,P007,Olives,Sold Out,40,40.0,0.0,0.0,2025-02-17,100000,106.95,74000,26000,27.81,P007,1850,40,2025-02-14,kg,0.0,Closed by cutoff,2025-02
B00527,P007,Olives,Sold Out,44,44.0,0.0,0.0,2025-03-02,110000,117.65,81400,28600,30.59,P007,1850,44,2025-02-22,kg,0.0,Closed by cutoff,2025-02
B00528,P007,Olives,Partial Loss,37,32.26,4.74,12.8,2025-04-19,80650,86.26,68450,12200,13.05,P007,1850,37,2025-03-05,kg,8769.0,Closed by cutoff,2025-03
B00529,P007,Olives,Sold Out,47,47.0,0.0,0.0,2025-03-21,117500,125.67,86950,30550,32.67,P007,1850,47,2025-03-13,kg,0.0,Closed by cutoff,2025-03
B00530,P007,Olives,Sold Out,42,42.0,0.0,0.0,2025-03-31,105000,112.3,77700,27300,29.2,P007,1850,42,2025-03-23,kg,0.0,Closed by cutoff,2025-03
B00531,P007,Olives,Sold Out,15,15.0,0.0,0.0,2025-04-06,37500,40.11,27750,9750,10.43,P007,1850,15,2025-04-01,kg,0.0,Closed by cutoff,2025-04
B00532,P007,Olives,Sold Out,18,18.0,0.0,0.0,2025-04-15,45000,48.13,34200,10800,11.55,P007,1900,18,2025-04-10,kg,0.0,Closed by cutoff,2025-04
B00533,P007,Olives,Partial Loss,14,12.57,1.43,10.2,2025-06-04,31425,33.61,25900,5525,5.91,P007,1850,14,2025-04-20,kg,2645.5,Closed by cutoff,2025-04
B00534,P007,Olives,Sold Out,14,14.0,0.0,0.0,2025-05-08,35000,37.43,25900,9100,9.73,P007,1850,14,2025-04-30,kg,0.0,Closed by cutoff,2025-04
B00535,P007,Olives,Sold Out,14,14.0,0.0,0.0,2025-05-19,35000,37.43,25900,9100,9.73,P007,1850,14,2025-05-12,kg,0.0,Closed by cutoff,2025-05
B00536,P007,Olives,Sold Out,15,15.0,0.0,0.0,2025-05-27,37500,40.11,27750,9750,10.43,P007,1850,15,2025-05-21,kg,0.0,Closed by cutoff,2025-05
B00537,P007,Olives,Partial Loss,17,10.88,6.12,36.0,2025-07-18,27200,29.09,31450,-4250,-4.55,P007,1850,17,2025-06-03,kg,11322.0,After cutoff,2025-06
B00538,P007,Olives,Partial Loss,14,11.65,2.35,16.8,2025-07-28,29125,31.15,25900,3225,3.45,P007,1850,14,2025-06-13,kg,4347.5,After cutoff,2025-06
B00539,P007,Olives,Sold Out,15,15.0,0.0,0.0,2025-07-03,37500,40.11,27750,9750,10.43,P007,1850,15,2025-06-22,kg,0.0,After cutoff,2025-06
B00540,P008,Olives,Partial Loss,16,12.69,3.31,20.7,2023-08-23,44415,47.5,39200,5215,5.58,P008,2450,16,2023-07-09,kg,8109.5,Closed by cutoff,2023-07
B00541,P008,Olives,Partial Loss,17,14.6,2.4,14.1,2023-09-02,51100,54.65,41650,9450,10.11,P008,2450,17,2023-07-19,kg,5880.0,Closed by cutoff,2023-07
B00542,P008,Olives,Partial Loss,15,11.29,3.71,24.7,2023-09-11,39515,42.26,36750,2765,2.96,P008,2450,15,2023-07-28,kg,9089.5,Closed by cutoff,2023-07
B00543,P008,Olives,Sold Out,14,14.0,0.0,0.0,2023-08-19,49000,52.41,34300,14700,15.72,P008,2450,14,2023-08-05,kg,0.0,Closed by cutoff,2023-08
B00544,P008,Olives,Partial Loss,13,10.57,2.43,18.7,2023-09-27,36995,39.57,31850,5145,5.5,P008,2450,13,2023-08-13,kg,5953.5,Closed by cutoff,2023-08
B00545,P008,Olives,Sold Out,13,13.0,0.0,0.0,2023-09-02,45500,48.66,31850,13650,14.6,P008,2450,13,2023-08-22,kg,0.0,Closed by cutoff,2023-08
B00546,P008,Olives,Partial Loss,19,14.97,4.03,21.2,2023-10-18,52395,56.04,46550,5845,6.25,P008,2450,19,2023-09-03,kg,9873.5,Closed by cutoff,2023-09
B00547,P008,Olives,Partial Loss,17,15.79,1.21,7.1,2023-10-28,55265,59.11,41650,13615,14.56,P008,2450,17,2023-09-13,kg,2964.5,Closed by cutoff,2023-09
B00548,P008,Olives,Partial Loss,18,17.05,0.95,5.3,2023-11-07,59675,63.82,44100,15575,16.66,P008,2450,18,2023-09-23,kg,2327.5,Closed by cutoff,2023-09
B00549,P008,Olives,Partial Loss,40,38.0,2.0,5.0,2023-11-15,133000,142.25,106000,27000,28.88,P008,2650,40,2023-10-01,kg,5300.0,Closed by cutoff,2023-10
B00550,P008,Olives,Partial Loss,43,35.39,7.61,17.7,2023-11-24,123865,132.48,105350,18515,19.8,P008,2450,43,2023-10-10,kg,18644.5,Closed by cutoff,2023-10
B00551,P008,Olives,Sold Out,41,41.0,0.0,0.0,2023-10-31,143500,153.48,108650,34850,37.27,P008,2650,41,2023-10-23,kg,0.0,Closed by cutoff,2023-10
B00552,P008,Olives,Partial Loss,38,33.44,4.56,12.0,2023-12-19,117040,125.18,93100,23940,25.6,P008,2450,38,2023-11-04,kg,11171.999999999998,Closed by cutoff,2023-11
B00553,P008,Olives,Sold Out,40,40.0,0.0,0.0,2023-11-20,140000,149.73,98000,42000,44.92,P008,2450,40,2023-11-16,kg,0.0,Closed by cutoff,2023-11
B00554,P008,Olives,Sold Out,40,40.0,0.0,0.0,2023-11-30,140000,149.73,98000,42000,44.92,P008,2450,40,2023-11-25,kg,0.0,Closed by cutoff,2023-11
B00555,P008,Olives,Sold Out,49,49.0,0.0,0.0,2023-12-15,171500,183.42,120050,51450,55.03,P008,2450,49,2023-12-06,kg,0.0,Closed by cutoff,2023-12
B00556,P008,Olives,Sold Out,59,59.0,0.0,0.0,2023-12-22,206500,220.86,144550,61950,66.26,P008,2450,59,2023-12-15,kg,0.0,Closed by cutoff,2023-12
B00557,P008,Olives,Sold Out,46,46.0,0.0,0.0,2024-01-06,161000,172.19,112700,48300,51.66,P008,2450,46,2023-12-26,kg,0.0,Closed by cutoff,2023-12
B00558,P008,Olives,Partial Loss,45,38.12,6.88,15.3,2024-02-15,133420,142.7,119250,14170,15.16,P008,2650,45,2024-01-01,kg,18232.0,Closed by cutoff,2024-01
B00559,P008,Olives,Sold Out,36,36.0,0.0,0.0,2024-01-12,126000,134.76,88200,37800,40.43,P008,2450,36,2024-01-10,kg,0.0,Closed by cutoff,2024-01
B00560,P008,Olives,Sold Out,42,42.0,0.0,0.0,2024-01-24,147000,157.22,102900,44100,47.17,P008,2450,42,2024-01-19,kg,0.0,Closed by cutoff,2024-01
B00561,P008,Olives,Sold Out,44,44.0,0.0,0.0,2024-02-07,154000,164.71,107800,46200,49.41,P008,2450,44,2024-01-31,kg,0.0,Closed by cutoff,2024-01
B00562,P008,Olives,Sold Out,35,35.0,0.0,0.0,2024-02-14,122500,131.02,85750,36750,39.3,P008,2450,35,2024-02-09,kg,0.0,Closed by cutoff,2024-02
B00563,P008,Olives,Sold Out,44,44.0,0.0,0.0,2024-02-28,154000,164.71,107800,46200,49.41,P008,2450,44,2024-02-20,kg,0.0,Closed by cutoff,2024-02
B00564,P008,Olives,Partial Loss,37,29.45,7.55,20.4,2024-04-15,103075,110.24,90650,12425,13.29,P008,2450,37,2024-03-01,kg,18497.5,Closed by cutoff,2024-03
B00565,P008,Olives,Sold Out,44,44.0,0.0,0.0,2024-03-19,154000,164.71,107800,46200,49.41,P008,2450,44,2024-03-10,kg,0.0,Closed by cutoff,2024-03
B00566,P008,Olives,Sold Out,44,44.0,0.0,0.0,2024-03-28,154000,164.71,107800,46200,49.41,P008,2450,44,2024-03-20,kg,0.0,Closed by cutoff,2024-03
B00567,P008,Olives,Sold Out,41,41.0,0.0,0.0,2024-04-04,143500,153.48,100450,43050,46.04,P008,2450,41,2024-03-29,kg,0.0,Closed by cutoff,2024-03
B00568,P008,Olives,Sold Out,16,16.0,0.0,0.0,2024-04-14,56000,59.89,39200,16800,17.97,P008,2450,16,2024-04-10,kg,0.0,Closed by cutoff,2024-04
B00569,P008,Olives,Sold Out,15,15.0,0.0,0.0,2024-04-20,52500,56.15,39750,12750,13.64,P008,2650,15,2024-04-17,kg,0.0,Closed by cutoff,2024-04
B00570,P008,Olives,Partial Loss,15,10.08,4.92,32.8,2024-06-09,35280,37.73,36750,-1470,-1.57,P008,2450,15,2024-04-25,kg,12054.0,Closed by cutoff,2024-04
B00571,P008,Olives,Partial Loss,16,11.44,4.56,28.5,2024-06-15,40040,42.82,39200,840,0.9,P008,2450,16,2024-05-01,kg,11171.999999999998,Closed by cutoff,2024-05
B00572,P008,Olives,Partial Loss,15,14.62,0.38,2.5,2024-06-25,51170,54.73,36750,14420,15.42,P008,2450,15,2024-05-11,kg,931.0,Closed by cutoff,2024-05
B00573,P008,Olives,Partial Loss,16,12.99,3.01,18.8,2024-07-04,45465,48.63,42400,3065,3.28,P008,2650,16,2024-05-20,kg,7976.499999999999,Closed by cutoff,2024-05
B00574,P008,Olives,Sold Out,16,16.0,0.0,0.0,2024-06-05,56000,59.89,39200,16800,17.97,P008,2450,16,2024-05-29,kg,0.0,Closed by cutoff,2024-05
B00575,P008,Olives,Sold Out,14,14.0,0.0,0.0,2024-06-16,49000,52.41,34300,14700,15.72,P008,2450,14,2024-06-08,kg,0.0,Closed by cutoff,2024-06
B00576,P008,Olives,Partial Loss,13,9.91,3.09,23.8,2024-07-31,34685,37.1,31850,2835,3.03,P008,2450,13,2024-06-16,kg,7570.5,Closed by cutoff,2024-06
B00577,P008,Olives,Sold Out,16,16.0,0.0,0.0,2024-06-30,56000,59.89,39200,16800,17.97,P008,2450,16,2024-06-24,kg,0.0,Closed by cutoff,2024-06
B00578,P008,Olives,Partial Loss,13,11.17,1.83,14.1,2024-08-18,39095,41.81,31850,7245,7.75,P008,2450,13,2024-07-04,kg,4483.5,Closed by cutoff,2024-07
B00579,P008,Olives,Sold Out,15,15.0,0.0,0.0,2024-07-26,52500,56.15,36750,15750,16.84,P008,2450,15,2024-07-14,kg,0.0,Closed by cutoff,2024-07
B00580,P008,Olives,Sold Out,15,15.0,0.0,0.0,2024-07-29,52500,56.15,36750,15750,16.84,P008,2450,15,2024-07-24,kg,0.0,Closed by cutoff,2024-07
B00581,P008,Olives,Sold Out,13,13.0,0.0,0.0,2024-08-12,45500,48.66,31850,13650,14.6,P008,2450,13,2024-08-02,kg,0.0,Closed by cutoff,2024-08
B00582,P008,Olives,Partial Loss,16,14.58,1.42,8.9,2024-09-27,51030,54.58,39200,11830,12.65,P008,2450,16,2024-08-13,kg,3479.0,Closed by cutoff,2024-08
B00583,P008,Olives,Partial Loss,14,10.93,3.07,21.9,2024-10-05,38255,40.91,34300,3955,4.23,P008,2450,14,2024-08-21,kg,7521.5,Closed by cutoff,2024-08
B00584,P008,Olives,Partial Loss,13,11.05,1.95,15.0,2024-10-14,38675,41.36,31850,6825,7.3,P008,2450,13,2024-08-30,kg,4777.5,Closed by cutoff,2024-08
B00585,P008,Olives,Sold Out,20,20.0,0.0,0.0,2024-09-17,70000,74.87,49000,21000,22.46,P008,2450,20,2024-09-10,kg,0.0,Closed by cutoff,2024-09
B00586,P008,Olives,Sold Out,20,20.0,0.0,0.0,2024-09-25,70000,74.87,53000,17000,18.18,P008,2650,20,2024-09-17,kg,0.0,Closed by cutoff,2024-09
B00587,P008,Olives,Partial Loss,20,16.66,3.34,16.7,2024-11-13,58310,62.36,49000,9310,9.96,P008,2450,20,2024-09-29,kg,8183.0,Closed by cutoff,2024-09
B00588,P008,Olives,Sold Out,36,36.0,0.0,0.0,2024-10-15,126000,134.76,88200,37800,40.43,P008,2450,36,2024-10-10,kg,0.0,Closed by cutoff,2024-10
B00589,P008,Olives,Sold Out,46,46.0,0.0,0.0,2024-10-24,161000,172.19,112700,48300,51.66,P008,2450,46,2024-10-19,kg,0.0,Closed by cutoff,2024-10
B00590,P008,Olives,Partial Loss,35,29.71,5.29,15.1,2024-12-11,103985,111.21,85750,18235,19.5,P008,2450,35,2024-10-27,kg,12960.5,Closed by cutoff,2024-10
B00591,P008,Olives,Sold Out,43,43.0,0.0,0.0,2024-11-19,150500,160.96,105350,45150,48.29,P008,2450,43,2024-11-05,kg,0.0,Closed by cutoff,2024-11
B00592,P008,Olives,Sold Out,40,40.0,0.0,0.0,2024-11-27,140000,149.73,98000,42000,44.92,P008,2450,40,2024-11-17,kg,0.0,Closed by cutoff,2024-11
B00593,P008,Olives,Sold Out,45,45.0,0.0,0.0,2024-12-04,157500,168.45,110250,47250,50.53,P008,2450,45,2024-11-26,kg,0.0,Closed by cutoff,2024-11
B00594,P008,Olives,Sold Out,57,57.0,0.0,0.0,2024-12-06,199500,213.37,139650,59850,64.01,P008,2450,57,2024-12-03,kg,0.0,Closed by cutoff,2024-12
B00595,P008,Olives,Sold Out,53,53.0,0.0,0.0,2024-12-22,185500,198.4,129850,55650,59.52,P008,2450,53,2024-12-13,kg,0.0,Closed by cutoff,2024-12
B00596,P008,Olives,Sold Out,54,54.0,0.0,0.0,2024-12-28,189000,202.14,132300,56700,60.64,P008,2450,54,2024-12-24,kg,0.0,Closed by cutoff,2024-12
B00597,P008,Olives,Sold Out,45,45.0,0.0,0.0,2025-01-14,157500,168.45,119250,38250,40.91,P008,2650,45,2025-01-02,kg,0.0,Closed by cutoff,2025-01
B00598,P008,Olives,Sold Out,49,49.0,0.0,0.0,2025-01-18,171500,183.42,120050,51450,55.03,P008,2450,49,2025-01-12,kg,0.0,Closed by cutoff,2025-01
B00599,P008,Olives,Sold Out,40,40.0,0.0,0.0,2025-02-02,140000,149.73,98000,42000,44.92,P008,2450,40,2025-01-23,kg,0.0,Closed by cutoff,2025-01
B00600,P008,Olives,Sold Out,38,38.0,0.0,0.0,2025-02-09,133000,142.25,93100,39900,42.67,P008,2450,38,2025-02-01,kg,0.0,Closed by cutoff,2025-02
B00601,P008,Olives,Sold Out,46,46.0,0.0,0.0,2025-02-18,161000,172.19,112700,48300,51.66,P008,2450,46,2025-02-11,kg,0.0,Closed by cutoff,2025-02
B00602,P008,Olives,Partial Loss,39,30.73,8.27,21.2,2025-04-03,107555,115.03,95550,12005,12.84,P008,2450,39,2025-02-17,kg,20261.5,Closed by cutoff,2025-02
B00603,P008,Olives,Sold Out,45,45.0,0.0,0.0,2025-03-08,157500,168.45,119250,38250,40.91,P008,2650,45,2025-02-24,kg,0.0,Closed by cutoff,2025-02
B00604,P008,Olives,Sold Out,48,48.0,0.0,0.0,2025-03-08,168000,179.68,117600,50400,53.9,P008,2450,48,2025-03-04,kg,0.0,Closed by cutoff,2025-03
B00605,P008,Olives,Sold Out,50,50.0,0.0,0.0,2025-03-16,175000,187.17,122500,52500,56.15,P008,2450,50,2025-03-12,kg,0.0,Closed by cutoff,2025-03
B00606,P008,Olives,Sold Out,45,45.0,0.0,0.0,2025-03-24,157500,168.45,110250,47250,50.53,P008,2450,45,2025-03-20,kg,0.0,Closed by cutoff,2025-03
B00607,P008,Olives,Sold Out,42,42.0,0.0,0.0,2025-04-07,147000,157.22,102900,44100,47.17,P008,2450,42,2025-03-31,kg,0.0,Closed by cutoff,2025-03
B00608,P008,Olives,Partial Loss,14,12.25,1.75,12.5,2025-05-24,42875,45.86,34300,8575,9.17,P008,2450,14,2025-04-09,kg,4287.5,Closed by cutoff,2025-04
B00609,P008,Olives,Sold Out,14,14.0,0.0,0.0,2025-04-29,49000,52.41,34300,14700,15.72,P008,2450,14,2025-04-18,kg,0.0,Closed by cutoff,2025-04
B00610,P008,Olives,Sold Out,16,16.0,0.0,0.0,2025-05-06,56000,59.89,39200,16800,17.97,P008,2450,16,2025-04-27,kg,0.0,Closed by cutoff,2025-04
B00611,P008,Olives,Partial Loss,17,14.2,2.81,16.5,2025-06-22,49700,53.16,41650,8050,8.61,P008,2450,17,2025-05-08,kg,6884.5,Closed by cutoff,2025-05
B00612,P008,Olives,Partial Loss,18,14.65,3.35,18.6,2025-07-02,51275,54.84,44100,7175,7.67,P008,2450,18,2025-05-18,kg,8207.5,After cutoff,2025-05
B00613,P008,Olives,Sold Out,15,15.0,0.0,0.0,2025-06-04,52500,56.15,36750,15750,16.84,P008,2450,15,2025-05-28,kg,0.0,Closed by cutoff,2025-05
B00614,P008,Olives,Sold Out,18,18.0,0.0,0.0,2025-06-15,63000,67.38,44100,18900,20.21,P008,2450,18,2025-06-08,kg,0.0,Closed by cutoff,2025-06
B00615,P008,Olives,Partial Loss,14,10.99,3.01,21.5,2025-08-03,38465,41.14,34300,4165,4.45,P008,2450,14,2025-06-19,kg,7374.499999999999,After cutoff,2025-06
B00616,P009,Olives,Sold Out,14,14.0,0.0,0.0,2023-07-12,42000,44.92,30100,11900,12.73,P009,2150,14,2023-07-03,kg,0.0,Closed by cutoff,2023-07
B00617,P009,Olives,Partial Loss,17,13.41,3.59,21.1,2023-08-28,40230,43.03,36550,3680,3.94,P009,2150,17,2023-07-14,kg,7718.5,Closed by cutoff,2023-07
B00618,P009,Olives,Partial Loss,14,12.57,1.43,10.2,2023-09-03,37710,40.33,30100,7610,8.14,P009,2150,14,2023-07-20,kg,3074.5,Closed by cutoff,2023-07
B00619,P009,Olives,Sold Out,16,16.0,0.0,0.0,2023-08-06,48000,51.34,34400,13600,14.55,P009,2150,16,2023-07-31,kg,0.0,Closed by cutoff,2023-07
B00620,P009,Olives,Partial Loss,14,12.5,1.5,10.7,2023-09-24,37500,40.11,30100,7400,7.91,P009,2150,14,2023-08-10,kg,3225.0,Closed by cutoff,2023-08
B00621,P009,Olives,Sold Out,17,17.0,0.0,0.0,2023-08-27,51000,54.55,36550,14450,15.45,P009,2150,17,2023-08-18,kg,0.0,Closed by cutoff,2023-08
B00622,P009,Olives,Partial Loss,16,12.3,3.7,23.1,2023-10-11,36900,39.47,34400,2500,2.67,P009,2150,16,2023-08-27,kg,7955.0,Closed by cutoff,2023-08
B00623,P009,Olives,Partial Loss,17,14.3,2.7,15.9,2023-10-22,42900,45.88,36550,6350,6.79,P009,2150,17,2023-09-07,kg,5805.0,Closed by cutoff,2023-09
B00624,P009,Olives,Sold Out,17,17.0,0.0,0.0,2023-09-25,51000,54.55,36550,14450,15.45,P009,2150,17,2023-09-16,kg,0.0,Closed by cutoff,2023-09
B00625,P009,Olives,Sold Out,19,19.0,0.0,0.0,2023-10-03,57000,60.96,40850,16150,17.27,P009,2150,19,2023-09-27,kg,0.0,Closed by cutoff,2023-09
B00626,P009,Olives,Sold Out,46,46.0,0.0,0.0,2023-10-13,138000,147.59,98900,39100,41.82,P009,2150,46,2023-10-07,kg,0.0,Closed by cutoff,2023-10
B00627,P009,Olives,Partial Loss,43,39.34,3.66,8.5,2023-11-30,118020,126.22,92450,25570,27.35,P009,2150,43,2023-10-16,kg,7869.0,Closed by cutoff,2023-10
