BatchID,ProductID,Product,Category,SupplierRole,SupplierID,SupplierName,PurchaseDate,Quantity,Unit,UnitCost_CLP,UnitCost_USD,BatchCost_CLP,BatchCost_USD,ExpiryDate,ExpiryType,Season
B00620,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-10,14,kg,2150,2.3,30100,32.19,2023-09-24,Estimated,Winter
B00621,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-18,17,kg,2150,2.3,36550,39.09,2023-10-02,Estimated,Winter
B00622,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-27,16,kg,2150,2.3,34400,36.79,2023-10-11,Estimated,Winter
B00623,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-09-07,17,kg,2150,2.3,36550,39.09,2023-10-22,Estimated,Spring
B00624,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-09-16,17,kg,2150,2.3,36550,39.09,2023-10-31,Estimated,Spring
B00625,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-09-27,19,kg,2150,2.3,40850,43.69,2023-11-11,Estimated,Spring
B00626,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-10-07,46,kg,2150,2.3,98900,105.78,2023-11-21,Estimated,Spring
B00627,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-10-16,43,kg,2150,2.3,92450,98.88,2023-11-30,Estimated,Spring
B00628,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-10-25,41,kg,2150,2.3,88150,94.28,2023-12-09,Estimated,Spring
B00629,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-11-01,42,kg,2150,2.3,90300,96.58,2023-12-16,Estimated,Spring
B00630,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-11-10,41,kg,2150,2.3,88150,94.28,2023-12-25,Estimated,Spring
B00631,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-11-21,44,kg,2150,2.3,94600,101.18,2024-01-05,Estimated,Spring
B00632,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-11-30,43,kg,2150,2.3,92450,98.88,2024-01-14,Estimated,Spring
B00633,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-12-10,54,kg,2150,2.3,116100,124.17,2024-01-24,Estimated,Summer
B00634,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-12-20,49,kg,2150,2.3,105350,112.67,2024-02-03,Estimated,Summer
B00635,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2023-12-29,57,kg,2150,2.3,122550,131.07,2024-02-12,Estimated,Summer
B00636,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2024-01-09,42,kg,2200,2.35,92400,98.82,2024-02-23,Estimated,Summer
B00637,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-01-17,39,kg,2150,2.3,83850,89.68,2024-03-02,Estimated,Summer
B00638,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-01-28,36,kg,2150,2.3,77400,82.78,2024-03-13,Estimated,Summer
B00639,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-02-09,35,kg,2150,2.3,75250,80.48,2024-03-25,Estimated,Summer
B00640,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-02-19,41,kg,2150,2.3,88150,94.28,2024-04-04,Estimated,Summer
B00641,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-02-28,42,kg,2150,2.3,90300,96.58,2024-04-13,Estimated,Summer
B00642,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-03-10,38,kg,2150,2.3,81700,87.38,2024-04-24,Estimated,Autumn
B00643,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-03-21,35,kg,2150,2.3,75250,80.48,2024-05-05,Estimated,Autumn
B00644,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-03-29,44,kg,2150,2.3,94600,101.18,2024-05-13,Estimated,Autumn
B00645,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-04-08,16,kg,2150,2.3,34400,36.79,2024-05-23,Estimated,Autumn
B00646,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-04-18,17,kg,2150,2.3,36550,39.09,2024-06-02,Estimated,Autumn
B00647,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-04-27,13,kg,2150,2.3,27950,29.89,2024-06-11,Estimated,Autumn
B00648,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2024-05-07,13,kg,2200,2.35,28600,30.59,2024-06-21,Estimated,Autumn
B00649,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2024-05-16,15,kg,2200,2.35,33000,35.29,2024-06-30,Estimated,Autumn
B00650,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-05-22,15,kg,2150,2.3,32250,34.49,2024-07-06,Estimated,Autumn
B00651,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-05-28,14,kg,2150,2.3,30100,32.19,2024-07-12,Estimated,Autumn
B00652,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-06-07,17,kg,2150,2.3,36550,39.09,2024-07-22,Estimated,Winter
B00653,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-06-15,15,kg,2150,2.3,32250,34.49,2024-07-30,Estimated,Winter
B00654,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-06-25,14,kg,2150,2.3,30100,32.19,2024-08-09,Estimated,Winter
B00655,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-07-04,13,kg,2150,2.3,27950,29.89,2024-08-18,Estimated,Winter
B00656,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-07-12,17,kg,2150,2.3,36550,39.09,2024-08-26,Estimated,Winter
B00657,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-07-25,14,kg,2150,2.3,30100,32.19,2024-09-08,Estimated,Winter
B00658,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2024-08-02,17,kg,2200,2.35,37400,40.0,2024-09-16,Estimated,Winter
B00659,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-08-10,14,kg,2150,2.3,30100,32.19,2024-09-24,Estimated,Winter
B00660,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2024-08-19,17,kg,2200,2.35,37400,40.0,2024-10-03,Estimated,Winter
B00661,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-08-27,17,kg,2150,2.3,36550,39.09,2024-10-11,Estimated,Winter
B00662,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-09-08,20,kg,2150,2.3,43000,45.99,2024-10-23,Estimated,Spring
B00663,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-09-18,16,kg,2150,2.3,34400,36.79,2024-11-02,Estimated,Spring
B00664,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-09-27,20,kg,2150,2.3,43000,45.99,2024-11-11,Estimated,Spring
B00665,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-10-06,34,kg,2150,2.3,73100,78.18,2024-11-20,Estimated,Spring
B00666,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-10-18,37,kg,2150,2.3,79550,85.08,2024-12-02,Estimated,Spring
B00667,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-10-29,46,kg,2150,2.3,98900,105.78,2024-12-13,Estimated,Spring
B00668,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2024-11-07,35,kg,2200,2.35,77000,82.35,2024-12-22,Estimated,Spring
B00669,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-11-20,36,kg,2150,2.3,77400,82.78,2025-01-04,Estimated,Spring
B00670,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-11-30,36,kg,2150,2.3,77400,82.78,2025-01-14,Estimated,Spring
B00671,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-12-10,44,kg,2150,2.3,94600,101.18,2025-01-24,Estimated,Summer
B00672,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2024-12-20,56,kg,2150,2.3,120400,128.77,2025-02-03,Estimated,Summer
B00673,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2024-12-28,45,kg,2200,2.35,99000,105.88,2025-02-11,Estimated,Summer
B00674,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-01-07,47,kg,2150,2.3,101050,108.07,2025-02-21,Estimated,Summer
B00675,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-01-15,39,kg,2150,2.3,83850,89.68,2025-03-01,Estimated,Summer
B00676,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-01-25,47,kg,2150,2.3,101050,108.07,2025-03-11,Estimated,Summer
B00677,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2025-02-03,46,kg,2200,2.35,101200,108.24,2025-03-20,Estimated,Summer
B00678,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2025-02-10,41,kg,2200,2.35,90200,96.47,2025-03-27,Estimated,Summer
B00679,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-02-19,49,kg,2150,2.3,105350,112.67,2025-04-05,Estimated,Summer
B00680,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-02-28,41,kg,2150,2.3,88150,94.28,2025-04-14,Estimated,Summer
B00681,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-03-10,38,kg,2150,2.3,81700,87.38,2025-04-24,Estimated,Autumn
B00682,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-03-18,43,kg,2150,2.3,92450,98.88,2025-05-02,Estimated,Autumn
B00683,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-03-25,45,kg,2150,2.3,96750,103.48,2025-05-09,Estimated,Autumn
B00684,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-04-05,17,kg,2150,2.3,36550,39.09,2025-05-20,Estimated,Autumn
B00685,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-04-17,18,kg,2150,2.3,38700,41.39,2025-06-01,Estimated,Autumn
B00686,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-04-28,15,kg,2150,2.3,32250,34.49,2025-06-12,Estimated,Autumn
B00687,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-05-07,16,kg,2150,2.3,34400,36.79,2025-06-21,Estimated,Autumn
B00688,P009,Sliced olives (for salads),Olives,Backup,S002,Aceitunera Central SpA,2025-05-17,18,kg,2200,2.35,39600,42.35,2025-07-01,Estimated,Autumn
B00689,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-05-29,18,kg,2150,2.3,38700,41.39,2025-07-13,Estimated,Autumn
B00690,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-06-07,18,kg,2150,2.3,38700,41.39,2025-07-22,Estimated,Winter
B00691,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-06-18,16,kg,2150,2.3,34400,36.79,2025-08-02,Estimated,Winter
B00692,P009,Sliced olives (for salads),Olives,Primary,S001,El Olivar Olives Ltd.,2025-06-28,16,kg,2150,2.3,34400,36.79,2025-08-12,Estimated,Winter
B00693,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-07-10,15,kg,2100,2.25,31500,33.69,2023-08-24,Estimated,Winter
B00694,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-07-19,16,kg,2100,2.25,33600,35.94,2023-09-02,Estimated,Winter
B00695,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-07-31,13,kg,2100,2.25,27300,29.2,2023-09-14,Estimated,Winter
B00696,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-10,13,kg,2100,2.25,27300,29.2,2023-09-24,Estimated,Winter
B00697,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-17,14,kg,2100,2.25,29400,31.44,2023-10-01,Estimated,Winter
B00698,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-27,16,kg,2100,2.25,33600,35.94,2023-10-11,Estimated,Winter
B00699,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2023-09-06,20,kg,2150,2.3,43000,45.99,2023-10-21,Estimated,Spring
B00700,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-09-16,17,kg,2100,2.25,35700,38.18,2023-10-31,Estimated,Spring
B00701,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-09-24,19,kg,2100,2.25,39900,42.67,2023-11-08,Estimated,Spring
B00702,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-10-06,41,kg,2100,2.25,86100,92.09,2023-11-20,Estimated,Spring
B00703,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-10-14,35,kg,2100,2.25,73500,78.61,2023-11-28,Estimated,Spring
B00704,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-10-25,39,kg,2100,2.25,81900,87.59,2023-12-09,Estimated,Spring
B00705,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-11-03,44,kg,2100,2.25,92400,98.82,2023-12-18,Estimated,Spring
B00706,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-11-12,42,kg,2100,2.25,88200,94.33,2023-12-27,Estimated,Spring
B00707,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-11-21,37,kg,2100,2.25,77700,83.1,2024-01-05,Estimated,Spring
B00708,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-12-01,59,kg,2100,2.25,123900,132.51,2024-01-15,Estimated,Summer
B00709,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-12-11,54,kg,2100,2.25,113400,121.28,2024-01-25,Estimated,Summer
B00710,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-12-21,50,kg,2100,2.25,105000,112.3,2024-02-04,Estimated,Summer
B00711,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2023-12-31,58,kg,2100,2.25,121800,130.27,2024-02-14,Estimated,Summer
B00712,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-01-12,34,kg,2100,2.25,71400,76.36,2024-02-26,Estimated,Summer
B00713,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-01-22,41,kg,2100,2.25,86100,92.09,2024-03-07,Estimated,Summer
B00714,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-01-30,35,kg,2100,2.25,73500,78.61,2024-03-15,Estimated,Summer
B00715,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-02-09,46,kg,2100,2.25,96600,103.32,2024-03-25,Estimated,Summer
B00716,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-02-19,34,kg,2100,2.25,71400,76.36,2024-04-04,Estimated,Summer
B00717,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-02-29,40,kg,2100,2.25,84000,89.84,2024-04-14,Estimated,Summer
B00718,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-03-10,45,kg,2100,2.25,94500,101.07,2024-04-24,Estimated,Autumn
B00719,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-03-19,38,kg,2100,2.25,79800,85.35,2024-05-03,Estimated,Autumn
B00720,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-03-29,36,kg,2100,2.25,75600,80.86,2024-05-13,Estimated,Autumn
B00721,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-04-08,14,kg,2100,2.25,29400,31.44,2024-05-23,Estimated,Autumn
B00722,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2024-04-17,15,kg,2150,2.3,32250,34.49,2024-06-01,Estimated,Autumn
B00723,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-04-28,13,kg,2100,2.25,27300,29.2,2024-06-12,Estimated,Autumn
B00724,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-05-08,14,kg,2100,2.25,29400,31.44,2024-06-22,Estimated,Autumn
B00725,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2024-05-16,15,kg,2150,2.3,32250,34.49,2024-06-30,Estimated,Autumn
B00726,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-05-23,16,kg,2100,2.25,33600,35.94,2024-07-07,Estimated,Autumn
B00727,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-06-02,13,kg,2100,2.25,27300,29.2,2024-07-17,Estimated,Winter
B00728,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-06-11,16,kg,2100,2.25,33600,35.94,2024-07-26,Estimated,Winter
B00729,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-06-22,14,kg,2100,2.25,29400,31.44,2024-08-06,Estimated,Winter
B00730,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2024-07-03,14,kg,2150,2.3,30100,32.19,2024-08-17,Estimated,Winter
B00731,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-07-12,14,kg,2100,2.25,29400,31.44,2024-08-26,Estimated,Winter
B00732,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-07-22,15,kg,2100,2.25,31500,33.69,2024-09-05,Estimated,Winter
B00733,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-07-31,14,kg,2100,2.25,29400,31.44,2024-09-14,Estimated,Winter
B00734,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-08-10,16,kg,2100,2.25,33600,35.94,2024-09-24,Estimated,Winter
B00735,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-08-16,14,kg,2100,2.25,29400,31.44,2024-09-30,Estimated,Winter
B00736,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-08-26,16,kg,2100,2.25,33600,35.94,2024-10-10,Estimated,Winter
B00737,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-09-05,18,kg,2100,2.25,37800,40.43,2024-10-20,Estimated,Spring
B00738,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-09-16,19,kg,2100,2.25,39900,42.67,2024-10-31,Estimated,Spring
B00739,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-09-28,20,kg,2100,2.25,42000,44.92,2024-11-12,Estimated,Spring
B00740,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-10-08,41,kg,2100,2.25,86100,92.09,2024-11-22,Estimated,Spring
B00741,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-10-20,44,kg,2100,2.25,92400,98.82,2024-12-04,Estimated,Spring
B00742,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-10-28,41,kg,2100,2.25,86100,92.09,2024-12-12,Estimated,Spring
B00743,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-11-06,36,kg,2100,2.25,75600,80.86,2024-12-21,Estimated,Spring
B00744,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-11-16,39,kg,2100,2.25,81900,87.59,2024-12-31,Estimated,Spring
B00745,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-11-24,35,kg,2100,2.25,73500,78.61,2025-01-08,Estimated,Spring
B00746,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-12-03,55,kg,2100,2.25,115500,123.53,2025-01-17,Estimated,Summer
B00747,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2024-12-09,59,kg,2150,2.3,126850,135.67,2025-01-23,Estimated,Summer
B00748,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2024-12-19,58,kg,2150,2.3,124700,133.37,2025-02-02,Estimated,Summer
B00749,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2024-12-29,44,kg,2100,2.25,92400,98.82,2025-02-12,Estimated,Summer
B00750,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-01-08,48,kg,2100,2.25,100800,107.81,2025-02-22,Estimated,Summer
B00751,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-01-17,43,kg,2100,2.25,90300,96.58,2025-03-03,Estimated,Summer
B00752,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2025-01-26,37,kg,2150,2.3,79550,85.08,2025-03-12,Estimated,Summer
B00753,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-02-04,50,kg,2100,2.25,105000,112.3,2025-03-21,Estimated,Summer
B00754,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-02-13,42,kg,2100,2.25,88200,94.33,2025-03-30,Estimated,Summer
B00755,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-02-25,42,kg,2100,2.25,88200,94.33,2025-04-11,Estimated,Summer
B00756,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-03-06,47,kg,2100,2.25,98700,105.56,2025-04-20,Estimated,Autumn
B00757,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2025-03-15,40,kg,2150,2.3,86000,91.98,2025-04-29,Estimated,Autumn
B00758,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-03-25,41,kg,2100,2.25,86100,92.09,2025-05-09,Estimated,Autumn
B00759,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-04-06,17,kg,2100,2.25,35700,38.18,2025-05-21,Estimated,Autumn
B00760,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-04-15,17,kg,2100,2.25,35700,38.18,2025-05-30,Estimated,Autumn
B00761,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-04-24,18,kg,2100,2.25,37800,40.43,2025-06-08,Estimated,Autumn
B00762,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-05-05,17,kg,2100,2.25,35700,38.18,2025-06-19,Estimated,Autumn
B00763,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-05-13,16,kg,2100,2.25,33600,35.94,2025-06-27,Estimated,Autumn
B00764,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2025-05-24,15,kg,2150,2.3,32250,34.49,2025-07-08,Estimated,Autumn
B00765,P010,Cracked green olives with garlic,Olives,Backup,S002,Aceitunera Central SpA,2025-06-05,15,kg,2150,2.3,32250,34.49,2025-07-20,Estimated,Winter
B00766,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-06-15,14,kg,2100,2.25,29400,31.44,2025-07-30,Estimated,Winter
B00767,P010,Cracked green olives with garlic,Olives,Primary,S001,El Olivar Olives Ltd.,2025-06-24,15,kg,2100,2.25,31500,33.69,2025-08-08,Estimated,Winter
B00768,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-07-01,28,jar 250g,2500,2.67,70000,74.87,2023-08-15,Estimated,Winter
B00769,P011,"Black olive pate, jar 250g",Olives,Backup,S002,Aceitunera Central SpA,2023-07-07,27,jar 250g,2550,2.73,68850,73.64,2023-08-21,Estimated,Winter
B00770,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-07-17,24,jar 250g,2500,2.67,60000,64.17,2023-08-31,Estimated,Winter
B00771,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-07-24,27,jar 250g,2500,2.67,67500,72.19,2023-09-07,Estimated,Winter
B00772,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-02,27,jar 250g,2500,2.67,67500,72.19,2023-09-16,Estimated,Winter
B00773,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-10,23,jar 250g,2500,2.67,57500,61.5,2023-09-24,Estimated,Winter
B00774,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-19,27,jar 250g,2500,2.67,67500,72.19,2023-10-03,Estimated,Winter
B00775,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-08-28,23,jar 250g,2500,2.67,57500,61.5,2023-10-12,Estimated,Winter
B00776,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-09-08,28,jar 250g,2500,2.67,70000,74.87,2023-10-23,Estimated,Spring
B00777,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-09-18,32,jar 250g,2500,2.67,80000,85.56,2023-11-02,Estimated,Spring
B00778,P011,"Black olive pate, jar 250g",Olives,Backup,S002,Aceitunera Central SpA,2023-09-28,32,jar 250g,2550,2.73,81600,87.27,2023-11-12,Estimated,Spring
B00779,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-10-07,21,jar 250g,2500,2.67,52500,56.15,2023-11-21,Estimated,Spring
B00780,P011,"Black olive pate, jar 250g",Olives,Primary,S001,El Olivar Olives Ltd.,2023-10-15,24,jar 250g,2500,2.67,60000,64.17,2023-11-29,Estimated,Spring
