SupplyID,ProductID,Product,Category,Essential,SupplierRole,SupplierID,SupplierName,PurchasePrice_CLP,PurchasePrice_USD,PriceType,PurchaseUnit,LeadTime_Days,HasDelivery,SalePrice_CLP,SalePrice_USD,Margin_CLP_thisLink,Margin_Pct_thisLink
SUP0157,P079,Raw cane sugar loaf (chancaca),Candy,No,Primary,S017,Molina Artisan Sweets,700,0.75,By Unit/Package,unit,2,No,1000,1.07,300,0.3
SUP0158,P079,Raw cane sugar loaf (chancaca),Candy,No,Backup,S018,Dulces La Estrella,750,0.8,By Unit/Package,unit,3,Yes,1000,1.07,250,0.25
SUP0159,P080,Gummy candy bag 100g,Candy,No,Primary,S017,Molina Artisan Sweets,650,0.7,By Unit/Package,bag 100g,2,No,1000,1.07,350,0.35
SUP0160,P080,Gummy candy bag 100g,Candy,No,Backup,S018,Dulces La Estrella,750,0.8,By Unit/Package,bag 100g,7,Yes,1000,1.07,250,0.25
SUP0161,P081,Gummy candy bag 50g,Candy,No,Primary,S017,Molina Artisan Sweets,350,0.37,By Unit/Package,bag 50g,2,No,500,0.53,150,0.3
SUP0162,P081,Gummy candy bag 50g,Candy,No,Backup,S018,Dulces La Estrella,350,0.37,By Unit/Package,bag 50g,10,Yes,500,0.53,150,0.3
SUP0163,P082,Sour gummy bag 100g,Candy,No,Primary,S017,Molina Artisan Sweets,700,0.75,By Unit/Package,bag 100g,3,No,1000,1.07,300,0.3
SUP0164,P082,Sour gummy bag 100g,Candy,No,Backup,S018,Dulces La Estrella,700,0.75,By Unit/Package,bag 100g,3,Yes,1000,1.07,300,0.3
SUP0165,P083,Wine gums bag 50g,Candy,No,Primary,S017,Molina Artisan Sweets,350,0.37,By Unit/Package,bag 50g,3,No,500,0.53,150,0.3
SUP0166,P083,Wine gums bag 50g,Candy,No,Backup,S018,Dulces La Estrella,350,0.37,By Unit/Package,bag 50g,3,Yes,500,0.53,150,0.3
SUP0167,P084,Chocolate-coated raisins bag 100g,Candy,No,Primary,S017,Molina Artisan Sweets,700,0.75,By Unit/Package,bag 100g,2,No,1000,1.07,300,0.3
SUP0168,P084,Chocolate-coated raisins bag 100g,Candy,No,Backup,S018,Dulces La Estrella,700,0.75,By Unit/Package,bag 100g,2,Yes,1000,1.07,300,0.3
SUP0169,P085,Chocolate-coated peanuts bag 100g,Candy,No,Primary,S017,Molina Artisan Sweets,700,0.75,By Unit/Package,bag 100g,5,No,1000,1.07,300,0.3
SUP0170,P085,Chocolate-coated peanuts bag 100g,Candy,No,Backup,S018,Dulces La Estrella,700,0.75,By Unit/Package,bag 100g,10,Yes,1000,1.07,300,0.3
SUP0171,P086,Toffee caramels bag 100g,Candy,No,Primary,S017,Molina Artisan Sweets,650,0.7,By Unit/Package,bag 100g,0,No,1000,1.07,350,0.35
SUP0172,P086,Toffee caramels bag 100g,Candy,No,Backup,S018,Dulces La Estrella,700,0.75,By Unit/Package,bag 100g,3,Yes,1000,1.07,300,0.3
SUP0173,P087,Mint candy bag 50g,Candy,No,Primary,S017,Molina Artisan Sweets,350,0.37,By Unit/Package,bag 50g,5,No,500,0.53,150,0.3
SUP0174,P087,Mint candy bag 50g,Candy,No,Backup,S018,Dulces La Estrella,350,0.37,By Unit/Package,bag 50g,3,Yes,500,0.53,150,0.3
SUP0175,P088,Licorice bag 100g,Candy,No,Primary,S017,Molina Artisan Sweets,650,0.7,By Unit/Package,bag 100g,3,No,1000,1.07,350,0.35
SUP0176,P088,Licorice bag 100g,Candy,No,Backup,S018,Dulces La Estrella,750,0.8,By Unit/Package,bag 100g,3,Yes,1000,1.07,250,0.25
SUP0177,P089,Mixed hard candy bag 50g,Candy,No,Primary,S017,Molina Artisan Sweets,350,0.37,By Unit/Package,bag 50g,2,No,500,0.53,150,0.3
SUP0178,P089,Mixed hard candy bag 50g,Candy,No,Backup,S018,Dulces La Estrella,350,0.37,By Unit/Package,bag 50g,10,Yes,500,0.53,150,0.3
SUP0179,P090,Coconut candy bag 100g,Candy,No,Primary,S017,Molina Artisan Sweets,650,0.7,By Unit/Package,bag 100g,0,No,1000,1.07,350,0.35
SUP0180,P090,Coconut candy bag 100g,Candy,No,Backup,S018,Dulces La Estrella,750,0.8,By Unit/Package,bag 100g,5,Yes,1000,1.07,250,0.25
SUP0181,P091,Dulce de leche cookies bag 100g,Candy,No,Primary,S017,Molina Artisan Sweets,700,0.75,By Unit/Package,bag 100g,1,No,1000,1.07,300,0.3
SUP0182,P091,Dulce de leche cookies bag 100g,Candy,No,Backup,S018,Dulces La Estrella,700,0.75,By Unit/Package,bag 100g,7,Yes,1000,1.07,300,0.3
SUP0183,P092,Golden raisins,Raisins,Yes,Primary,S019,San Fernando Dried Goods,5350,5.72,By Weight (kg),kg,1,Yes,7500,8.02,2150,0.2866666666666667
SUP0184,P092,Golden raisins,Raisins,Yes,Backup,S020,Deshidratados Elqui,5550,5.94,By Weight (kg),kg,5,No,7500,8.02,1950,0.26
SUP0185,P093,Brown raisins,Raisins,No,Primary,S019,San Fernando Dried Goods,5150,5.51,By Weight (kg),kg,2,Yes,7000,7.49,1850,0.2642857142857143
SUP0186,P093,Brown raisins,Raisins,No,Backup,S020,Deshidratados Elqui,5100,5.45,By Weight (kg),kg,7,No,7000,7.49,1900,0.2714285714285714
SUP0187,P094,Jumbo raisins,Raisins,No,Primary,S019,San Fernando Dried Goods,6000,6.42,By Weight (kg),kg,2,Yes,8000,8.56,2000,0.25
SUP0188,P094,Jumbo raisins,Raisins,No,Backup,S020,Deshidratados Elqui,6000,6.42,By Weight (kg),kg,3,No,8000,8.56,2000,0.25
SUP0189,P095,Dried prunes (with pit),Dried Fruit,Yes,Primary,S019,San Fernando Dried Goods,3400,3.64,By Weight (kg),kg,1,Yes,4500,4.81,1100,0.24444444444444444
SUP0190,P095,Dried prunes (with pit),Dried Fruit,Yes,Backup,S020,Deshidratados Elqui,3350,3.58,By Weight (kg),kg,5,No,4500,4.81,1150,0.25555555555555554
SUP0191,P096,Pitted prunes,Dried Fruit,No,Primary,S019,San Fernando Dried Goods,4150,4.44,By Weight (kg),kg,1,Yes,5500,5.88,1350,0.24545454545454545
SUP0192,P096,Pitted prunes,Dried Fruit,No,Backup,S020,Deshidratados Elqui,4250,4.55,By Weight (kg),kg,2,No,5500,5.88,1250,0.22727272727272727
SUP0193,P097,"Dried peaches (huesillos), large",Dried Fruit,Yes,Primary,S019,San Fernando Dried Goods,4200,4.49,By Weight (kg),kg,3,Yes,6000,6.42,1800,0.3
SUP0194,P097,"Dried peaches (huesillos), large",Dried Fruit,Yes,Backup,S020,Deshidratados Elqui,4600,4.92,By Weight (kg),kg,10,No,6000,6.42,1400,0.23333333333333334
SUP0195,P098,"Dried peaches (huesillos), medium",Dried Fruit,No,Primary,S019,San Fernando Dried Goods,3600,3.85,By Weight (kg),kg,1,Yes,5000,5.35,1400,0.28
SUP0196,P098,"Dried peaches (huesillos), medium",Dried Fruit,No,Backup,S020,Deshidratados Elqui,3750,4.01,By Weight (kg),kg,5,No,5000,5.35,1250,0.25
SUP0197,P099,Dried apricots,Dried Fruit,No,Primary,S019,San Fernando Dried Goods,5000,5.35,By Weight (kg),kg,2,Yes,7000,7.49,2000,0.2857142857142857
SUP0198,P099,Dried apricots,Dried Fruit,No,Backup,S020,Deshidratados Elqui,5050,5.4,By Weight (kg),kg,5,No,7000,7.49,1950,0.2785714285714286
SUP0199,P100,Dried figs,Dried Fruit,No,Primary,S019,San Fernando Dried Goods,4500,4.81,By Weight (kg),kg,0,Yes,6500,6.95,2000,0.3076923076923077
SUP0200,P100,Dried figs,Dried Fruit,No,Backup,S020,Deshidratados Elqui,4950,5.29,By Weight (kg),kg,3,No,6500,6.95,1550,0.23846153846153847
SUP0201,P101,Dried apple rings,Dried Fruit,No,Primary,S019,San Fernando Dried Goods,3850,4.12,By Weight (kg),kg,2,Yes,5500,5.88,1650,0.3
SUP0202,P101,Dried apple rings,Dried Fruit,No,Backup,S020,Deshidratados Elqui,4200,4.49,By Weight (kg),kg,2,No,5500,5.88,1300,0.23636363636363636
SUP0203,P102,Dried pear halves,Dried Fruit,No,Primary,S019,San Fernando Dried Goods,4550,4.87,By Weight (kg),kg,0,Yes,6500,6.95,1950,0.3
SUP0204,P102,Dried pear halves,Dried Fruit,No,Backup,S020,Deshidratados Elqui,4950,5.29,By Weight (kg),kg,5,No,6500,6.95,1550,0.23846153846153847
SUP0205,P103,Cranberries (dried),Dried Fruit,No,Primary,S019,San Fernando Dried Goods,6400,6.84,By Weight (kg),kg,1,Yes,8500,9.09,2100,0.24705882352941178
SUP0206,P103,Cranberries (dried),Dried Fruit,No,Backup,S020,Deshidratados Elqui,6600,7.06,By Weight (kg),kg,10,No,8500,9.09,1900,0.2235294117647059
SUP0207,P104,Dried dates,Dried Fruit,No,Primary,S019,San Fernando Dried Goods,5400,5.78,By Weight (kg),kg,5,Yes,7500,8.02,2100,0.28
SUP0208,P104,Dried dates,Dried Fruit,No,Backup,S020,Deshidratados Elqui,5450,5.83,By Weight (kg),kg,2,No,7500,8.02,2050,0.2733333333333333
SUP0209,P105,Banana chips,Dried Fruit,No,Primary,S019,San Fernando Dried Goods,4300,4.6,By Weight (kg),kg,1,Yes,6000,6.42,1700,0.2833333333333333
SUP0210,P105,Banana chips,Dried Fruit,No,Backup,S020,Deshidratados Elqui,4850,5.19,By Weight (kg),kg,10,No,6000,6.42,1150,0.19166666666666668
SUP0211,P106,Dried mango,Dried Fruit,No,Primary,S019,San Fernando Dried Goods,6500,6.95,By Weight (kg),kg,2,Yes,9000,9.63,2500,0.2777777777777778
SUP0212,P106,Dried mango,Dried Fruit,No,Backup,S020,Deshidratados Elqui,6800,7.27,By Weight (kg),kg,5,No,9000,9.63,2200,0.24444444444444444
SUP0213,P107,Classic trail mix (nuts & raisins),Trail Mix,No,Primary,S013,Maipo Nuts Ltd.,5850,6.26,By Weight (kg),kg,1,Yes,8000,8.56,2150,0.26875
SUP0214,P107,Classic trail mix (nuts & raisins),Trail Mix,No,Backup,S019,San Fernando Dried Goods,6300,6.74,By Weight (kg),kg,3,Yes,8000,8.56,1700,0.2125
SUP0215,P108,Tropical trail mix,Trail Mix,No,Primary,S013,Maipo Nuts Ltd.,6500,6.95,By Weight (kg),kg,1,Yes,8500,9.09,2000,0.23529411764705882
SUP0216,P108,Tropical trail mix,Trail Mix,No,Backup,S019,San Fernando Dried Goods,6300,6.74,By Weight (kg),kg,7,Yes,8500,9.09,2200,0.25882352941176473
SUP0217,P109,Energy mix (seeds & fruit),Trail Mix,No,Primary,S013,Maipo Nuts Ltd.,5400,5.78,By Weight (kg),kg,2,Yes,7500,8.02,2100,0.28
SUP0218,P109,Energy mix (seeds & fruit),Trail Mix,No,Backup,S019,San Fernando Dried Goods,5450,5.83,By Weight (kg),kg,3,Yes,7500,8.02,2050,0.2733333333333333
SUP0219,P110,Premium nut mix,Trail Mix,No,Primary,S013,Maipo Nuts Ltd.,9950,10.64,By Weight (kg),kg,5,Yes,14000,14.97,4050,0.2892857142857143
SUP0220,P110,Premium nut mix,Trail Mix,No,Backup,S019,San Fernando Dried Goods,11300,12.09,By Weight (kg),kg,2,Yes,14000,14.97,2700,0.19285714285714287
SUP0221,P111,"Student mix (peanut, raisin, choc)",Trail Mix,No,Primary,S013,Maipo Nuts Ltd.,4950,5.29,By Weight (kg),kg,0,Yes,6500,6.95,1550,0.23846153846153847
SUP0222,P111,"Student mix (peanut, raisin, choc)",Trail Mix,No,Backup,S019,San Fernando Dried Goods,5050,5.4,By Weight (kg),kg,10,Yes,6500,6.95,1450,0.2230769230769231
SUP0223,P112,Empty PET bottle 200ml (pack of 10),Packaging,No,Primary,S021,PackChile Wholesale,1000,1.07,By Unit/Package,pack 10,0,Yes,1500,1.6,500,0.3333333333333333
SUP0224,P112,Empty PET bottle 200ml (pack of 10),Packaging,No,Backup,S022,Envases del Pacifico,1050,1.12,By Unit/Package,pack 10,2,Yes,1500,1.6,450,0.3
SUP0225,P113,Empty PET bottle 350ml (pack of 10),Packaging,No,Primary,S021,PackChile Wholesale,1350,1.44,By Unit/Package,pack 10,2,Yes,2000,2.14,650,0.325
SUP0226,P113,Empty PET bottle 350ml (pack of 10),Packaging,No,Backup,S022,Envases del Pacifico,1400,1.5,By Unit/Package,pack 10,2,Yes,2000,2.14,600,0.3
SUP0227,P114,Empty PET bottle 500ml (pack of 10),Packaging,No,Primary,S021,PackChile Wholesale,1650,1.76,By Unit/Package,pack 10,1,Yes,2500,2.67,850,0.34
SUP0228,P114,Empty PET bottle 500ml (pack of 10),Packaging,No,Backup,S022,Envases del Pacifico,1800,1.93,By Unit/Package,pack 10,3,Yes,2500,2.67,700,0.28
SUP0229,P115,Empty PET bottle 750ml (pack of 10),Packaging,No,Primary,S021,PackChile Wholesale,2050,2.19,By Unit/Package,pack 10,0,Yes,3000,3.21,950,0.31666666666666665
SUP0230,P115,Empty PET bottle 750ml (pack of 10),Packaging,No,Backup,S022,Envases del Pacifico,2000,2.14,By Unit/Package,pack 10,10,Yes,3000,3.21,1000,0.3333333333333333
SUP0231,P116,Empty PET bottle 1L (pack of 10),Packaging,No,Primary,S021,PackChile Wholesale,2350,2.51,By Unit/Package,pack 10,1,Yes,3500,3.74,1150,0.32857142857142857
SUP0232,P116,Empty PET bottle 1L (pack of 10),Packaging,No,Backup,S022,Envases del Pacifico,2400,2.57,By Unit/Package,pack 10,7,Yes,3500,3.74,1100,0.3142857142857143
SUP0233,P117,Empty PET bottle 1.5L (pack of 10),Packaging,No,Primary,S021,PackChile Wholesale,3100,3.32,By Unit/Package,pack 10,3,Yes,4500,4.81,1400,0.3111111111111111
SUP0234,P117,Empty PET bottle 1.5L (pack of 10),Packaging,No,Backup,S022,Envases del Pacifico,3000,3.21,By Unit/Package,pack 10,5,Yes,4500,4.81,1500,0.3333333333333333
SUP0235,P118,Empty PET bottle 2L (pack of 10),Packaging,No,Primary,S021,PackChile Wholesale,3600,3.85,By Unit/Package,pack 10,1,Yes,5500,5.88,1900,0.34545454545454546
SUP0236,P118,Empty PET bottle 2L (pack of 10),Packaging,No,Backup,S022,Envases del Pacifico,3700,3.96,By Unit/Package,pack 10,7,Yes,5500,5.88,1800,0.32727272727272727
SUP0237,P119,Poly bag 10x15cm (pack of 100),Packaging,No,Primary,S021,PackChile Wholesale,650,0.7,By Unit/Package,pack 100,2,Yes,1000,1.07,350,0.35
SUP0238,P119,Poly bag 10x15cm (pack of 100),Packaging,No,Backup,S022,Envases del Pacifico,700,0.75,By Unit/Package,pack 100,5,Yes,1000,1.07,300,0.3
SUP0239,P120,Poly bag 12x20cm (pack of 100),Packaging,No,Primary,S021,PackChile Wholesale,950,1.02,By Unit/Package,pack 100,1,Yes,1500,1.6,550,0.36666666666666664
SUP0240,P120,Poly bag 12x20cm (pack of 100),Packaging,No,Backup,S022,Envases del Pacifico,1100,1.18,By Unit/Package,pack 100,3,Yes,1500,1.6,400,0.26666666666666666
SUP0241,P121,Poly bag 15x25cm (pack of 100),Packaging,No,Primary,S021,PackChile Wholesale,1300,1.39,By Unit/Package,pack 100,1,Yes,2000,2.14,700,0.35
SUP0242,P121,Poly bag 15x25cm (pack of 100),Packaging,No,Backup,S022,Envases del Pacifico,1400,1.5,By Unit/Package,pack 100,7,Yes,2000,2.14,600,0.3
SUP0243,P122,Poly bag 20x30cm (pack of 100),Packaging,No,Primary,S021,PackChile Wholesale,1750,1.87,By Unit/Package,pack 100,0,Yes,2500,2.67,750,0.3
SUP0244,P122,Poly bag 20x30cm (pack of 100),Packaging,No,Backup,S022,Envases del Pacifico,1700,1.82,By Unit/Package,pack 100,3,Yes,2500,2.67,800,0.32
SUP0245,P123,Poly bag 25x35cm (pack of 100),Packaging,No,Primary,S021,PackChile Wholesale,1950,2.09,By Unit/Package,pack 100,2,Yes,3000,3.21,1050,0.35
SUP0246,P123,Poly bag 25x35cm (pack of 100),Packaging,No,Backup,S022,Envases del Pacifico,2200,2.35,By Unit/Package,pack 100,7,Yes,3000,3.21,800,0.26666666666666666
SUP0247,P124,Poly bag 30x40cm (pack of 100),Packaging,No,Primary,S021,PackChile Wholesale,2550,2.73,By Unit/Package,pack 100,0,Yes,4000,4.28,1450,0.3625
SUP0248,P124,Poly bag 30x40cm (pack of 100),Packaging,No,Backup,S022,Envases del Pacifico,2650,2.83,By Unit/Package,pack 100,5,Yes,4000,4.28,1350,0.3375
SUP0249,P125,Poly bag 35x50cm (pack of 100),Packaging,No,Primary,S021,PackChile Wholesale,3300,3.53,By Unit/Package,pack 100,5,Yes,5000,5.35,1700,0.34
SUP0250,P125,Poly bag 35x50cm (pack of 100),Packaging,No,Backup,S022,Envases del Pacifico,3350,3.58,By Unit/Package,pack 100,5,Yes,5000,5.35,1650,0.33
SUP0251,P126,Zipper bag 12x18cm (pack of 50),Packaging,No,Primary,S021,PackChile Wholesale,1700,1.82,By Unit/Package,pack 50,3,Yes,2500,2.67,800,0.32
SUP0252,P126,Zipper bag 12x18cm (pack of 50),Packaging,No,Backup,S022,Envases del Pacifico,1800,1.93,By Unit/Package,pack 50,5,Yes,2500,2.67,700,0.28
SUP0253,P127,Zipper bag 18x25cm (pack of 50),Packaging,No,Primary,S021,PackChile Wholesale,2400,2.57,By Unit/Package,pack 50,2,Yes,3500,3.74,1100,0.3142857142857143
SUP0254,P127,Zipper bag 18x25cm (pack of 50),Packaging,No,Backup,S022,Envases del Pacifico,2400,2.57,By Unit/Package,pack 50,7,Yes,3500,3.74,1100,0.3142857142857143
SUP0255,P128,Vacuum bag 20x30cm (pack of 50),Packaging,No,Primary,S021,PackChile Wholesale,3050,3.26,By Unit/Package,pack 50,0,Yes,4500,4.81,1450,0.32222222222222224
SUP0256,P128,Vacuum bag 20x30cm (pack of 50),Packaging,No,Backup,S022,Envases del Pacifico,3200,3.42,By Unit/Package,pack 50,2,Yes,4500,4.81,1300,0.28888888888888886
