BatchID,ProductID,Product,Category,SupplierRole,SupplierName,PurchaseDate,ExpiryDate,Quantity,Unit,Status,QtySold,QtyWasted,WastedPct,Revenue_CLP,Revenue_USD,GrossProfit_CLP,GrossProfit_USD,Season,SeasonSH,YearMonth
B00828,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-01-15,2025-03-01,25,jar 250g,Partial Loss,18.65,6.35,25.4,65275,69.81,2775,2.97,Summer,Summer,2025-01
B00829,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-01-23,2025-03-09,25,jar 250g,Sold Out,25.0,0.0,0.0,87500,93.58,25000,26.74,Summer,Summer,2025-01
B00830,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-01-31,2025-03-17,25,jar 250g,Partial Loss,18.75,6.25,25.0,65625,70.19,3125,3.34,Summer,Summer,2025-01
B00831,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-02-10,2025-03-27,27,jar 250g,Partial Loss,20.93,6.08,22.5,73255,78.35,5755,6.16,Summer,Summer,2025-02
B00832,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-02-17,2025-04-03,23,jar 250g,Sold Out,23.0,0.0,0.0,80500,86.1,23000,24.6,Summer,Summer,2025-02
B00833,P011,"Black olive pate, jar 250g",Olives,Backup,Aceitunera Central SpA,2025-02-27,2025-04-13,26,jar 250g,Sold Out,26.0,0.0,0.0,91000,97.33,24700,26.42,Summer,Summer,2025-02
B00834,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-03-10,2025-04-24,24,jar 250g,Sold Out,24.0,0.0,0.0,84000,89.84,24000,25.67,Autumn,Autumn,2025-03
B00835,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-03-20,2025-05-04,29,jar 250g,Sold Out,29.0,0.0,0.0,101500,108.56,29000,31.02,Autumn,Autumn,2025-03
B00836,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-03-29,2025-05-13,22,jar 250g,Sold Out,22.0,0.0,0.0,77000,82.35,22000,23.53,Autumn,Autumn,2025-03
B00837,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-04-07,2025-05-22,24,jar 250g,Partial Loss,19.97,4.03,16.8,69895,74.75,9895,10.58,Autumn,Autumn,2025-04
B00838,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-04-18,2025-06-02,29,jar 250g,Partial Loss,26.65,2.35,8.1,93275,99.76,20775,22.22,Autumn,Autumn,2025-04
B00839,P011,"Black olive pate, jar 250g",Olives,Backup,Aceitunera Central SpA,2025-04-27,2025-06-11,26,jar 250g,Sold Out,26.0,0.0,0.0,91000,97.33,24700,26.42,Autumn,Autumn,2025-04
B00840,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-05-08,2025-06-22,26,jar 250g,Sold Out,26.0,0.0,0.0,91000,97.33,26000,27.81,Autumn,Autumn,2025-05
B00841,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-05-19,2025-07-03,30,jar 250g,Sold Out,30.0,0.0,0.0,105000,112.3,30000,32.09,Autumn,Autumn,2025-05
B00842,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-05-27,2025-07-11,27,jar 250g,Partial Loss,23.68,3.32,12.3,82880,88.64,15380,16.45,Autumn,Autumn,2025-05
B00843,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-06-05,2025-07-20,28,jar 250g,Sold Out,28.0,0.0,0.0,98000,104.81,28000,29.95,Winter,Winter,2025-06
B00844,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-06-14,2025-07-29,24,jar 250g,Sold Out,24.0,0.0,0.0,84000,89.84,24000,25.67,Winter,Winter,2025-06
B00845,P011,"Black olive pate, jar 250g",Olives,Primary,El Olivar Olives Ltd.,2025-06-25,2025-08-09,23,jar 250g,Sold Out,23.0,0.0,0.0,80500,86.1,23000,24.6,Winter,Winter,2025-06
B00846,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-07-03,2023-07-23,16,kg,Partial Loss,9.1,6.9,43.1,13650,14.6,-4750,-5.08,Winter,Winter,2023-07
B00847,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-07-08,2023-07-28,18,kg,Partial Loss,13.5,4.5,25.0,20250,21.66,-450,-0.48,Winter,Winter,2023-07
B00848,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-07-15,2023-08-04,21,kg,Sold Out,21.0,0.0,0.0,31500,33.69,7350,7.86,Winter,Winter,2023-07
B00849,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-07-23,2023-08-12,18,kg,Sold Out,18.0,0.0,0.0,27000,28.88,6300,6.74,Winter,Winter,2023-07
B00850,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-07-28,2023-08-17,18,kg,Partial Loss,13.03,4.97,27.6,19545,20.9,-1155,-1.24,Winter,Winter,2023-07
B00851,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-08-04,2023-08-24,20,kg,Sold Out,20.0,0.0,0.0,30000,32.09,7000,7.49,Winter,Winter,2023-08
B00852,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-08-10,2023-08-30,17,kg,Partial Loss,10.83,6.17,36.3,16245,17.37,-3305,-3.53,Winter,Winter,2023-08
B00853,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-08-15,2023-09-04,20,kg,Sold Out,20.0,0.0,0.0,30000,32.09,7000,7.49,Winter,Winter,2023-08
B00854,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-08-19,2023-09-08,17,kg,Partial Loss,12.22,4.78,28.1,18330,19.6,-1220,-1.3,Winter,Winter,2023-08
B00855,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-08-26,2023-09-15,18,kg,Partial Loss,14.09,3.91,21.7,21135,22.6,435,0.47,Winter,Winter,2023-08
B00856,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-09-02,2023-09-22,25,kg,Sold Out,25.0,0.0,0.0,37500,40.11,8750,9.36,Spring,Spring,2023-09
B00857,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-09-09,2023-09-29,22,kg,Sold Out,22.0,0.0,0.0,33000,35.29,7700,8.24,Spring,Spring,2023-09
B00858,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-09-15,2023-10-05,21,kg,Partial Loss,17.77,3.23,15.4,26655,28.51,2505,2.68,Spring,Spring,2023-09
B00859,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-09-22,2023-10-12,24,kg,Partial Loss,18.29,5.71,23.8,27435,29.34,-165,-0.18,Spring,Spring,2023-09
B00860,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-09-29,2023-10-19,26,kg,Sold Out,26.0,0.0,0.0,39000,41.71,9100,9.73,Spring,Spring,2023-09
B00861,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-10-06,2023-10-26,45,kg,Sold Out,45.0,0.0,0.0,67500,72.19,15750,16.84,Spring,Spring,2023-10
B00862,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-10-13,2023-11-02,44,kg,Sold Out,44.0,0.0,0.0,66000,70.59,15400,16.47,Spring,Spring,2023-10
B00863,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-10-19,2023-11-08,44,kg,Sold Out,44.0,0.0,0.0,66000,70.59,15400,16.47,Spring,Spring,2023-10
B00864,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-10-25,2023-11-14,47,kg,Sold Out,47.0,0.0,0.0,70500,75.4,16450,17.59,Spring,Spring,2023-10
B00865,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-11-01,2023-11-21,50,kg,Partial Loss,39.3,10.7,21.4,58950,63.05,1450,1.55,Spring,Spring,2023-11
B00866,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-11-08,2023-11-28,48,kg,Sold Out,48.0,0.0,0.0,72000,77.01,16800,17.97,Spring,Spring,2023-11
B00867,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-11-15,2023-12-05,43,kg,Partial Loss,35.26,7.74,18.0,52890,56.57,3440,3.68,Spring,Spring,2023-11
B00868,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-11-22,2023-12-12,52,kg,Sold Out,52.0,0.0,0.0,78000,83.42,18200,19.47,Spring,Spring,2023-11
B00869,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-11-30,2023-12-20,50,kg,Partial Loss,37.15,12.85,25.7,55725,59.6,-1775,-1.9,Spring,Spring,2023-11
B00870,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-12-06,2023-12-26,69,kg,Sold Out,69.0,0.0,0.0,103500,110.7,24150,25.83,Summer,Summer,2023-12
B00871,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-12-12,2024-01-01,56,kg,Sold Out,56.0,0.0,0.0,84000,89.84,19600,20.96,Summer,Summer,2023-12
B00872,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-12-18,2024-01-07,60,kg,Sold Out,60.0,0.0,0.0,90000,96.26,21000,22.46,Summer,Summer,2023-12
B00873,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-12-24,2024-01-13,64,kg,Sold Out,64.0,0.0,0.0,96000,102.67,22400,23.96,Summer,Summer,2023-12
B00874,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2023-12-29,2024-01-18,54,kg,Sold Out,54.0,0.0,0.0,81000,86.63,18900,20.21,Summer,Summer,2023-12
B00875,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-01-04,2024-01-24,42,kg,Partial Loss,28.64,13.36,31.8,42960,45.95,-5340,-5.71,Summer,Summer,2024-01
B00876,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-01-09,2024-01-29,50,kg,Partial Loss,28.55,21.45,42.9,42825,45.8,-14675,-15.7,Summer,Summer,2024-01
B00877,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-01-13,2024-02-02,51,kg,Partial Loss,36.31,14.69,28.8,54465,58.25,-4185,-4.48,Summer,Summer,2024-01
B00878,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-01-18,2024-02-07,46,kg,Sold Out,46.0,0.0,0.0,69000,73.8,16100,17.22,Summer,Summer,2024-01
B00879,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-01-24,2024-02-13,53,kg,Sold Out,53.0,0.0,0.0,79500,85.03,18550,19.84,Summer,Summer,2024-01
B00880,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-02-01,2024-02-21,54,kg,Partial Loss,34.4,19.6,36.3,51600,55.19,-10500,-11.23,Summer,Summer,2024-02
B00881,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-02-06,2024-02-26,55,kg,Partial Loss,37.07,17.93,32.6,55605,59.47,-7645,-8.18,Summer,Summer,2024-02
B00882,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-02-14,2024-03-05,43,kg,Sold Out,43.0,0.0,0.0,64500,68.98,15050,16.1,Summer,Summer,2024-02
B00883,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-02-22,2024-03-13,41,kg,Sold Out,41.0,0.0,0.0,61500,65.78,14350,15.35,Summer,Summer,2024-02
B00884,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-02-27,2024-03-18,51,kg,Sold Out,51.0,0.0,0.0,76500,81.82,17850,19.09,Summer,Summer,2024-02
B00885,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-03-05,2024-03-25,51,kg,Sold Out,51.0,0.0,0.0,76500,81.82,17850,19.09,Autumn,Autumn,2024-03
B00886,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-03-10,2024-03-30,45,kg,Sold Out,45.0,0.0,0.0,67500,72.19,15750,16.84,Autumn,Autumn,2024-03
B00887,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-03-17,2024-04-06,43,kg,Sold Out,43.0,0.0,0.0,64500,68.98,15050,16.1,Autumn,Autumn,2024-03
B00888,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-03-23,2024-04-12,55,kg,Sold Out,55.0,0.0,0.0,82500,88.24,19250,20.59,Autumn,Autumn,2024-03
B00889,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-03-29,2024-04-18,53,kg,Sold Out,53.0,0.0,0.0,79500,85.03,18550,19.84,Autumn,Autumn,2024-03
B00890,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-04-03,2024-04-23,18,kg,Partial Loss,14.13,3.87,21.5,21195,22.67,495,0.53,Autumn,Autumn,2024-04
B00891,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-04-10,2024-04-30,19,kg,Partial Loss,15.75,3.25,17.1,23625,25.27,1775,1.9,Autumn,Autumn,2024-04
B00892,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-04-17,2024-05-07,19,kg,Sold Out,19.0,0.0,0.0,28500,30.48,6650,7.11,Autumn,Autumn,2024-04
B00893,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-04-23,2024-05-13,19,kg,Sold Out,19.0,0.0,0.0,28500,30.48,6650,7.11,Autumn,Autumn,2024-04
B00894,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-05-02,2024-05-22,16,kg,Sold Out,16.0,0.0,0.0,24000,25.67,5600,5.99,Autumn,Autumn,2024-05
B00895,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-05-09,2024-05-29,19,kg,Sold Out,19.0,0.0,0.0,28500,30.48,6650,7.11,Autumn,Autumn,2024-05
B00896,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-05-15,2024-06-04,17,kg,Sold Out,17.0,0.0,0.0,25500,27.27,5950,6.36,Autumn,Autumn,2024-05
B00897,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-05-21,2024-06-10,15,kg,Partial Loss,11.79,3.21,21.4,17685,18.91,435,0.47,Autumn,Autumn,2024-05
B00898,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-05-26,2024-06-15,20,kg,Partial Loss,12.98,7.02,35.1,19470,20.82,-3530,-3.78,Autumn,Autumn,2024-05
B00899,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-06-01,2024-06-21,19,kg,Partial Loss,13.17,5.83,30.7,19755,21.13,-2095,-2.24,Winter,Winter,2024-06
B00900,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-06-07,2024-06-27,15,kg,Partial Loss,8.38,6.62,44.1,12570,13.44,-4680,-5.01,Winter,Winter,2024-06
B00901,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-06-15,2024-07-05,17,kg,Sold Out,17.0,0.0,0.0,25500,27.27,5950,6.36,Winter,Winter,2024-06
B00902,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-06-19,2024-07-09,18,kg,Partial Loss,11.43,6.57,36.5,17145,18.34,-3555,-3.8,Winter,Winter,2024-06
B00903,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-06-27,2024-07-17,17,kg,Partial Loss,11.58,5.42,31.9,17370,18.58,-2180,-2.33,Winter,Winter,2024-06
B00904,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-07-04,2024-07-24,16,kg,Sold Out,16.0,0.0,0.0,24000,25.67,5600,5.99,Winter,Winter,2024-07
B00905,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-07-11,2024-07-31,20,kg,Partial Loss,12.52,7.48,37.4,18780,20.09,-4220,-4.51,Winter,Winter,2024-07
B00906,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-07-16,2024-08-05,16,kg,Sold Out,16.0,0.0,0.0,24000,25.67,5600,5.99,Winter,Winter,2024-07
B00907,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-07-22,2024-08-11,19,kg,Sold Out,19.0,0.0,0.0,28500,30.48,6650,7.11,Winter,Winter,2024-07
B00908,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-07-29,2024-08-18,16,kg,Sold Out,16.0,0.0,0.0,24000,25.67,5600,5.99,Winter,Winter,2024-07
B00909,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-08-05,2024-08-25,19,kg,Partial Loss,13.76,5.24,27.6,20640,22.07,-1210,-1.29,Winter,Winter,2024-08
B00910,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-08-12,2024-09-01,20,kg,Partial Loss,14.76,5.24,26.2,22140,23.68,-860,-0.92,Winter,Winter,2024-08
B00911,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-08-17,2024-09-06,18,kg,Partial Loss,11.29,6.71,37.3,16935,18.11,-3765,-4.03,Winter,Winter,2024-08
B00912,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-08-25,2024-09-14,16,kg,Partial Loss,13.6,2.4,15.0,20400,21.82,2000,2.14,Winter,Winter,2024-08
B00913,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-09-01,2024-09-21,20,kg,Partial Loss,16.06,3.94,19.7,24090,25.76,1090,1.17,Spring,Spring,2024-09
B00914,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-09-07,2024-09-27,22,kg,Partial Loss,16.5,5.5,25.0,24750,26.47,-550,-0.59,Spring,Spring,2024-09
B00915,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-09-13,2024-10-03,23,kg,Partial Loss,18.72,4.28,18.6,28080,30.03,1630,1.74,Spring,Spring,2024-09
B00916,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-09-20,2024-10-10,24,kg,Partial Loss,21.41,2.59,10.8,32115,34.35,4515,4.83,Spring,Spring,2024-09
B00917,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-09-29,2024-10-19,24,kg,Partial Loss,16.1,7.9,32.9,24150,25.83,-3450,-3.69,Spring,Spring,2024-09
B00918,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-10-07,2024-10-27,52,kg,Partial Loss,49.24,2.76,5.3,73860,78.99,14060,15.04,Spring,Spring,2024-10
B00919,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-10-13,2024-11-02,52,kg,Sold Out,52.0,0.0,0.0,78000,83.42,18200,19.47,Spring,Spring,2024-10
B00920,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-10-20,2024-11-09,49,kg,Sold Out,49.0,0.0,0.0,73500,78.61,17150,18.34,Spring,Spring,2024-10
B00921,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-10-25,2024-11-14,55,kg,Sold Out,55.0,0.0,0.0,82500,88.24,19250,20.59,Spring,Spring,2024-10
B00922,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-11-02,2024-11-22,47,kg,Sold Out,47.0,0.0,0.0,70500,75.4,16450,17.59,Spring,Spring,2024-11
B00923,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-11-08,2024-11-28,54,kg,Sold Out,54.0,0.0,0.0,81000,86.63,18900,20.21,Spring,Spring,2024-11
B00924,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-11-15,2024-12-05,42,kg,Sold Out,42.0,0.0,0.0,63000,67.38,14700,15.72,Spring,Spring,2024-11
B00925,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-11-22,2024-12-12,50,kg,Sold Out,50.0,0.0,0.0,75000,80.21,17500,18.72,Spring,Spring,2024-11
B00926,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-11-28,2024-12-18,50,kg,Sold Out,50.0,0.0,0.0,75000,80.21,17500,18.72,Spring,Spring,2024-11
B00927,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-12-06,2024-12-26,62,kg,Sold Out,62.0,0.0,0.0,93000,99.47,21700,23.21,Summer,Summer,2024-12
B00928,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-12-13,2025-01-02,69,kg,Sold Out,69.0,0.0,0.0,103500,110.7,24150,25.83,Summer,Summer,2024-12
B00929,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-12-19,2025-01-08,65,kg,Sold Out,65.0,0.0,0.0,97500,104.28,22750,24.33,Summer,Summer,2024-12
B00930,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2024-12-25,2025-01-14,68,kg,Sold Out,68.0,0.0,0.0,102000,109.09,23800,25.45,Summer,Summer,2024-12
B00931,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2024-12-31,2025-01-20,57,kg,Partial Loss,33.97,23.03,40.4,50955,54.5,-14595,-15.61,Summer,Summer,2024-12
B00932,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-01-06,2025-01-26,59,kg,Sold Out,59.0,0.0,0.0,88500,94.65,20650,22.09,Summer,Summer,2025-01
B00933,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-01-13,2025-02-02,53,kg,Partial Loss,37.79,15.21,28.7,56685,60.63,-4265,-4.56,Summer,Summer,2025-01
B00934,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-01-22,2025-02-11,50,kg,Partial Loss,32.05,17.95,35.9,48075,51.42,-9425,-10.08,Summer,Summer,2025-01
B00935,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-01-28,2025-02-17,56,kg,Sold Out,56.0,0.0,0.0,84000,89.84,19600,20.96,Summer,Summer,2025-01
B00936,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-02-04,2025-02-24,54,kg,Sold Out,54.0,0.0,0.0,81000,86.63,18900,20.21,Summer,Summer,2025-02
B00937,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-02-10,2025-03-02,56,kg,Sold Out,56.0,0.0,0.0,84000,89.84,19600,20.96,Summer,Summer,2025-02
B00938,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-02-17,2025-03-09,50,kg,Sold Out,50.0,0.0,0.0,75000,80.21,17500,18.72,Summer,Summer,2025-02
B00939,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-02-22,2025-03-14,50,kg,Sold Out,50.0,0.0,0.0,75000,80.21,17500,18.72,Summer,Summer,2025-02
B00940,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2025-03-02,2025-03-22,51,kg,Sold Out,51.0,0.0,0.0,76500,81.82,17850,19.09,Autumn,Autumn,2025-03
B00941,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-03-08,2025-03-28,48,kg,Partial Loss,46.18,1.82,3.8,69270,74.09,14070,15.05,Autumn,Autumn,2025-03
B00942,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-03-14,2025-04-03,49,kg,Partial Loss,31.41,17.59,35.9,47115,50.39,-9235,-9.88,Autumn,Autumn,2025-03
B00943,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-03-21,2025-04-10,50,kg,Sold Out,50.0,0.0,0.0,75000,80.21,17500,18.72,Autumn,Autumn,2025-03
B00944,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-03-29,2025-04-18,46,kg,Sold Out,46.0,0.0,0.0,69000,73.8,16100,17.22,Autumn,Autumn,2025-03
B00945,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-04-04,2025-04-24,20,kg,Sold Out,20.0,0.0,0.0,30000,32.09,7000,7.49,Autumn,Autumn,2025-04
B00946,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-04-09,2025-04-29,17,kg,Partial Loss,13.62,3.38,19.9,20430,21.85,880,0.94,Autumn,Autumn,2025-04
B00947,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-04-14,2025-05-04,22,kg,Partial Loss,14.19,7.81,35.5,21285,22.76,-4015,-4.29,Autumn,Autumn,2025-04
B00948,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-04-21,2025-05-11,18,kg,Sold Out,18.0,0.0,0.0,27000,28.88,6300,6.74,Autumn,Autumn,2025-04
B00949,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-04-27,2025-05-17,20,kg,Partial Loss,12.64,7.36,36.8,18960,20.28,-4040,-4.32,Autumn,Autumn,2025-04
B00950,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-05-04,2025-05-24,17,kg,Sold Out,17.0,0.0,0.0,25500,27.27,5950,6.36,Autumn,Autumn,2025-05
B00951,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-05-09,2025-05-29,21,kg,Sold Out,21.0,0.0,0.0,31500,33.69,7350,7.86,Autumn,Autumn,2025-05
B00952,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-05-18,2025-06-07,22,kg,Partial Loss,14.52,7.48,34.0,21780,23.29,-3520,-3.76,Autumn,Autumn,2025-05
B00953,P012,Cooked mote (hominy wheat),Grains,Backup,Molino del Valle,2025-05-24,2025-06-13,18,kg,Partial Loss,14.2,3.8,21.1,21300,22.78,600,0.64,Autumn,Autumn,2025-05
B00954,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-05-31,2025-06-20,19,kg,Partial Loss,15.24,3.76,19.8,22860,24.45,1010,1.08,Autumn,Autumn,2025-05
B00955,P012,Cooked mote (hominy wheat),Grains,Primary,San Vicente Grains & Legumes,2025-06-06,2025-06-26,21,kg,Partial Loss,16.82,4.18,19.9,25230,26.98,1080,1.16,Winter,Winter,2025-06
